LfSn;NrLf;EAN;Produkt;Marke;Modell;Spezifikation;Hersteller;Farbe;Modelljahr;Wgr;EK_PL;UVP_PL;UAVP_PL;image;image-transparent;image-detail-1;image-detail-2;image-detail-3;Dimension (ABME);Fastening (BEFE);Brake light function (BREL);Gross weight (BRUT);Diameter (mm) (DURC);Colours for shop filters (FAF2);Manufacturer color (FARB);Colours for shop filters (FARF);High Beam (FEBE);Hazardous goods (GEFG);Weight ** (GEW);Size (parts) (GRTE);Colours (for webshops) (GRUF);Hersteller (HERS);Colours (for webshops) (HLF1); Integrated large-area Z reflector (IGBE);Capacity indicator (KIBE);Length (LANG);Light source (LEUM);Scope of delivery (LIEF);Material (MATE);Stem material (MAVB);MonkeyLink Ready (MKBE);Net weight (NETT);close-range illumination (NFBE);NOS (NOS);Tilt angle (NWVB);Product type (PRAR);Categorie (PRGR);Stem length (mm) (RGVL);Sensor automation (SABE);ON/OFF switch (SALT);Shaft diameter (mm) (SDMR); parking light (STAN);StVZO approval (STBE);Power supply (STRO);Daytime running light (TAGF);Overvoltage protection (UBEZ)
"ZEG";"060-76707";"4032782075873";"mudguards";"MonkeyLink";"Cross Blades 29";"";"";"Schwarz";"2025";"12614";"17.4800";"34.9500";"0.0000";"https://assets.zeg.de/1988076/hub_main/ZEG_060-76707_main.jpg";"https://assets.zeg.de/1988076/hub_transparent/ZEG_060-76707_main.png";"https://assets.zeg.de/1988088/hub_main/ZEG_060-76707_detail_1.jpg";"https://assets.zeg.de/1988085/hub_main/ZEG_060-76707_detail_2.jpg";"https://assets.zeg.de/1988082/hub_main/ZEG_060-76707_detail_3.jpg";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"29 inch";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Plastic";"";"";"";"";"no";"";"Mudguards";"Mudguard set";"";"";"";"";"";"";"";"";""
"ZEG";"060-76706";"4002556974350";"Gabelkonus";"MonkeyLink";"ML-MonkeySpacer";"";"Comus";"Schwarz";"2020";"1274";"4.4100";"7.9900";"0.0000";"https://assets.zeg.de/1951615/hub_main/ZEG_060-76706_main.jpg";"https://assets.zeg.de/1951615/hub_transparent/ZEG_060-76706_main.png";"https://assets.zeg.de/1951610/hub_main/ZEG_060-76706_detail_01.jpg";"";"";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Plastic";"";"";"";"";"no";"";"Mudguards";"Accessories mudguards";"";"";"";"";"";"";"";"";""
"ZEG";"060-52726";"4002556085445";"Lenkerklemme";"MonkeyLink";"ML HandleBar Clamp AL / 35 mm";"";"";"Schwarz";"2023";"1284";"9.9000";"19.9900";"0.0000";"https://assets.zeg.de/1703190/hub_main/ZEG_060-52726.jpg";"https://assets.zeg.de/1703190/hub_transparent/ZEG_060-52726.png";"";"";"";"";"";"";"";"";"";"Schwarz";"black";"no";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"lighting";"Lighting accessories";"";"";"";"";"no";"";"";"no";""
"ZEG";"060-52725";"4002556077709";"Lenkerklemme";"MonkeyLink";"ML HandleBar Clamp AL";"";"";"Schwarz";"2023";"1284";"9.9900";"19.9900";"0.0000";"https://assets.zeg.de/1703193/hub_main/ZEG_060-52725.jpg";"https://assets.zeg.de/1703193/hub_transparent/ZEG_060-52725.png";"";"";"";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"lighting";"Lighting accessories";"";"";"";"";"";"";"";"";""
"ZEG";"060-52523";"4016538110223";"Stem";"MonkeyLink";"Swell X ML inkl. ML-Bracket 31,8 / 166 mm";"";"Humpert";"Schwarz";"2019";"12421";"49.9800";"89.9900";"0.0000";"https://assets.zeg.de/1942497/hub_main/ZEG_060-52523_main.jpg";"https://assets.zeg.de/1942497/hub_transparent/ZEG_060-52523_main.png";"https://assets.zeg.de/1946350/hub_main/ZEG_060-52523_detail_01.jpg";"";"";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Aluminium 6061 T6";"";"";"216 g";"";"no";"";"Stems";"Ahead stem";"166 mm";"";"";"28,6 mm";"";"";"";"";""
"ZEG";"060-52519";"4016538108121";"Vorbau Bracket";"MonkeyLink";"ML-Bracket 1 Humpert ergotec S";"";"Humpert";"Schwarz";"2019";"12421";"12.7500";"22.9500";"0.0000";"https://assets.zeg.de/1942488/hub_main/ZEG_060-52519_main.jpg";"https://assets.zeg.de/1942488/hub_transparent/ZEG_060-52519_main.png";"";"";"";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"Stems";"Stem accessories";"";"";"";"";"";"";"";"";""
"ZEG";"060-52513";"4002556871239";"Seat clamp";"MonkeyLink";"QR ML-1 32";"";"MonkeyLink";"Schwarz";"2023";"1274";"13.8600";"24.9900";"0.0000";"https://assets.zeg.de/1359349/hub_main/ZEG_060-52513.jpg";"https://assets.zeg.de/1359349/hub_transparent/ZEG_060-52513.png";"";"";"";"";"";"";"";"31,8 mm";"";"Schwarz";"black";"";"";"";"31.8 mm";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Steel";"";"";"";"";"no";"";"Seat posts";"Seat post accessories";"";"";"";"";"";"";"";"";""
"ZEG";"060-52512";"4002556871222";"Seat clamp";"MonkeyLink";"SC ML-1 35";"";"MonkeyLink";"Schwarz";"2023";"1274";"11.1100";"19.9900";"0.0000";"https://assets.zeg.de/1359358/hub_main/ZEG_060-52512.jpg";"https://assets.zeg.de/1359358/hub_transparent/ZEG_060-52512.png";"";"";"";"";"";"";"";"34,9 mm";"";"Schwarz";"black";"";"";"";"34.9 mm";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Steel";"";"";"";"";"no";"";"Seat posts";"Seat post accessories";"";"";"";"";"";"";"";"";""
"ZEG";"060-52511";"4002556871215";"Seat clamp";"MonkeyLink";"QR ML-1 35";"";"MonkeyLink";"Schwarz";"2023";"1274";"13.8600";"24.9900";"0.0000";"https://assets.zeg.de/1359367/hub_main/ZEG_060-52511.jpg";"https://assets.zeg.de/1359367/hub_transparent/ZEG_060-52511.png";"";"";"";"";"";"";"";"34,9 mm";"";"Schwarz";"black";"";"";"";"34.9 mm";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Steel";"";"";"";"";"no";"";"Seat posts";"Seat post accessories";"";"";"";"";"";"";"";"";""
"ZEG";"060-52510";"4002556871208";"Lenkerklemme";"MonkeyLink";"ML HandleBar Clamp";"";"MonkeyLink";"Schwarz";"2023";"1284";"5.5500";"12.9900";"0.0000";"https://assets.zeg.de/1359373/hub_main/ZEG_060-52510.jpg";"https://assets.zeg.de/1359373/hub_transparent/ZEG_060-52510.png";"";"";"";"";"on the handlebars";"";"";"";"";"Schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Aluminium; Steel";"";"";"";"";"no";"";"lighting";"Lighting accessories";"";"";"";"";"";"";"";"";""
"ZEG";"050-28503";"4002556954284";"Drinking bottle";"MonkeyLink";"ML-MonkeyBottle Cap 590ml ohne Bottle Mount";"";"Fidlock";"grey";"2020";"1361";"4.1500";"14.9500";"0.0000";"https://assets.zeg.de/1091362/hub_main/ZEG_050-28503.jpg";"https://assets.zeg.de/1091362/hub_transparent/ZEG_050-28503.png";"";"";"";"";"";"";"";"";"";"grey";"grey";"";"";"";"";"grey";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"Bottles & holders";"Drinking bottle";"";"";"";"";"";"";"";"";""
"ZEG";"080-40385";"4028017528696";"Smartphone-Halter";"MonkeyLink";"MonkeyLink 2.0 Connect / E-Cap Universal Charging Phone Clam";"";"";"schwarz";"2025";"1374";"40.7100";"69.9900";"0.0000";"https://assets.zeg.de/1901420/hub_main/ZEG_080-40385.jpg";"https://assets.zeg.de/1901420/hub_transparent/ZEG_080-40385.png";"https://assets.zeg.de/1901381/hub_main/ZEG_080-40385_detail_1.jpg";"";"";"";"";"";"";"";"";"schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"Electronic accessories";"Electronics accessories";"";"";"";"";"";"";"";"";""
"ZEG";"080-40384";"4028017527453";"Smartphone-Halter";"MonkeyLink";"MonkeyLink 2.0 Connect / E-Cap Charging Modul";"";"";"schwarz";"2025";"1374";"40.7100";"69.9900";"0.0000";"https://assets.zeg.de/1901423/hub_main/ZEG_080-40384.jpg";"https://assets.zeg.de/1901423/hub_transparent/ZEG_080-40384.png";"";"";"";"";"";"";"";"";"";"schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"Electronic accessories";"Electronics accessories";"";"";"";"";"";"";"";"";""
"ZEG";"070-50594";"4028017528801";"Lampenhalter";"MonkeyLink";"MonkeyLink 2.0 Connect / BlueDock Light";"";"";"schwarz";"2024";"1284";"6.8000";"14.9900";"0.0000";"https://assets.zeg.de/1986363/hub_main/ZEG_070-50594_main.jpg";"https://assets.zeg.de/1986363/hub_transparent/ZEG_070-50594_main.png";"";"";"";"";"";"";"";"";"";"schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"Electronic accessories";"Electronics accessories";"";"";"";"";"";"";"";"";""
"ZEG";"070-50593";"4032782080846";"Lampenhalter";"MonkeyLink";"MonkeyLink 2.0 Connect / Screen u. Front Light Universal Mou";"";"";"schwarz";"2025";"1284";"17.1000";"34.9900";"0.0000";"https://assets.zeg.de/1976168/hub_main/ZEG_070-50593_main.jpg";"https://assets.zeg.de/1976168/hub_transparent/ZEG_070-50593_main.png";"https://assets.zeg.de/1976171/hub_main/ZEG_070-50593_detail_1.jpg";"";"";"";"";"";"";"";"";"schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"Electronic accessories";"Electronics accessories";"";"";"";"";"";"";"";"";""
"ZEG";"070-50592";"4032782080839";"Lampenhalter";"MonkeyLink";"MonkeyLink 2.0 Connect / Front Light Mount CCS 35 mm";"";"";"schwarz";"2024";"1284";"4.0000";"14.9900";"0.0000";"https://assets.zeg.de/1974630/hub_main/ZEG_070-50592_main.jpg";"https://assets.zeg.de/1974630/hub_transparent/ZEG_070-50592_main.png";"https://assets.zeg.de/1974633/hub_main/ZEG_070-50592_detail_1.jpg";"";"";"";"";"";"";"";"";"schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"Electronic accessories";"Electronics accessories";"";"";"";"";"";"";"";"";""
"ZEG";"070-50591";"4032782080822";"Lampenhalter";"MonkeyLink";"MonkeyLink 2.0 Connect / Front Light Mount CCS 31,8 mm";"";"";"schwarz";"2025";"1284";"4.0000";"14.9900";"0.0000";"";"";"https://assets.zeg.de/1974636/hub_main/ZEG_070-50591_detail_1.jpg";"";"";"";"";"";"";"";"";"schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"";"";"";"";"";"no";"";"Electronic accessories";"Electronics accessories";"";"";"";"";"";"";"";"";""
"ZEG";"070-50587";"4002556131951";"E-Bike Scheinwerfer";"MonkeyLink";"eLIGHT 100 with Highbeam Connect / MonkeyLink 2.0";"";"";"Schwarz";"2024";"12821";"53.0800";"99.9900";"0.0000";"https://assets.zeg.de/1842560/hub_main/ZEG_070-50587.jpg";"https://assets.zeg.de/1842560/hub_transparent/ZEG_070-50587.png";"https://assets.zeg.de/1842779/hub_main/ZEG_070-50587_detail_1.jpg";"https://assets.zeg.de/1842776/hub_main/ZEG_070-50587_detail_3.jpg";"https://assets.zeg.de/1842773/hub_main/ZEG_070-50587_detail_4.jpg";"";"MonkeyLink adapter plate";"";"";"";"";"Schwarz";"black";"yes";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"LED";"";"";"";"yes";"";"";"no";"";"lighting";"E-Bike headlights";"";"";"";"";"";"yes";"";"";""
"ZEG";"070-50586";"4002556131944";"E-Bike Scheinwerfer";"MonkeyLink";"eLIGHT 100 Connect / MonkeyLink 2.0";"";"";"Schwarz";"2024";"12821";"37.1200";"69.9900";"0.0000";"https://assets.zeg.de/1794008/hub_main/ZEG_070-50586.jpg";"https://assets.zeg.de/1794008/hub_transparent/ZEG_070-50586.png";"https://assets.zeg.de/1837955/hub_main/ZEG_070-50586_detail_1.jpg";"https://assets.zeg.de/1837952/hub_main/ZEG_070-50586_detail_2.jpg";"https://assets.zeg.de/1837949/hub_main/ZEG_070-50586_detail_3.jpg";"";"MonkeyLink adapter plate";"";"";"";"";"Schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"LED";"";"";"";"yes";"";"";"no";"";"lighting";"E-Bike headlights";"";"";"";"";"";"yes";"";"";""
"ZEG";"070-50545";"4002556917685";"Cables";"MonkeyLink";"ML-VoltLine";"";"Comus";"Schwarz";"2019";"12843";"14.3500";"32.9900";"0.0000";"https://assets.zeg.de/1080390/hub_main/ZEG_070-50545.jpg";"https://assets.zeg.de/1080390/hub_transparent/ZEG_070-50545.png";"";"";"";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"Adapter";"";"";"";"";"";"";"no";"";"lighting";"Lighting accessories";"";"";"";"";"";"";"E-bike battery";"";""
"ZEG";"070-50543";"4002556954260";"Rear light";"MonkeyLink";"ML-RearLight UTS Recharge";"";"Comus";"Red";"2023";"12832";"23.1000";"40.9900";"0.0000";"https://assets.zeg.de/1359148/hub_main/ZEG_070-50543.jpg";"https://assets.zeg.de/1359148/hub_transparent/ZEG_070-50543.png";"";"";"";"";"MonkeyLink adapter plate";"no";"";"";"";"Red";"red";"";"";"";"";"red";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"no";"no";"";"LED";"";"Plastic";"";"";"58 g";"";"no";"";"lighting";"Rechargeable battery/battery rear light";"";"no";"";"";"no";"yes";"Li-Ion battery";"";"yes"
"ZEG";"070-50536";"4002556889487";"ML-InterfaceRecharge";"MonkeyLink";"ML-Interface Recharge rear";"";"Fidlock";"Schwarz";"2023";"12843";"2.2200";"3.9900";"0.0000";"https://assets.zeg.de/1359169/hub_main/ZEG_070-50536.jpg";"https://assets.zeg.de/1359169/hub_transparent/ZEG_070-50536.png";"";"";"";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"Adapter";"";"";"";"";"";"";"no";"";"lighting";"Lighting accessories";"";"";"";"";"";"";"Battery";"";""
"ZEG";"070-50535";"4002556889470";"ML-InterfaceRecharge";"MonkeyLink";"ML-Interface Recharge front";"";"Fidlock";"Schwarz";"2023";"12843";"2.2200";"3.9900";"0.0000";"https://assets.zeg.de/1359172/hub_main/ZEG_070-50535.jpg";"https://assets.zeg.de/1359172/hub_transparent/ZEG_070-50535.png";"";"";"";"";"";"";"";"";"";"Schwarz";"black";"no";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"Adapter";"";"";"";"";"";"";"no";"";"lighting";"Lighting accessories";"";"";"";"";"no";"yes";"Battery";"no";""
"ZEG";"070-50505";"4002556874735";"Headlights";"MonkeyLink";"ML-Light 50 Lux Connect";"";"MonkeyLink";"Schwarz";"2023";"12831";"33.3000";"59.9900";"0.0000";"https://assets.zeg.de/1359262/hub_main/ZEG_070-50505.jpg";"https://assets.zeg.de/1359262/hub_transparent/ZEG_070-50505.png";"";"";"";"";"MonkeyLink adapter plate";"";"110 g";"";"";"Schwarz";"black";"no";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"LED";"";"Plastic";"";"";"70 g";"no";"no";"";"lighting";"E-Bike headlights";"";"no";"no";"";"no";"yes";"E-bike battery";"no";""
"ZEG";"070-50504";"4002556871369";"Headlights";"MonkeyLink";"ML-Light 70 Lux Connect";"";"MonkeyLink";"Schwarz";"2023";"12831";"41.6000";"79.9900";"0.0000";"https://assets.zeg.de/1359268/hub_main/ZEG_070-50504.jpg";"https://assets.zeg.de/1359268/hub_transparent/ZEG_070-50504.png";"";"";"";"";"MonkeyLink adapter plate";"";"";"";"";"Schwarz";"black";"no";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"LED";"";"Plastic";"";"";"79 g";"no";"no";"";"lighting";"E-Bike headlights";"";"no";"no";"";"no";"yes";"E-bike battery";"no";""
"ZEG";"060-76711";"4032782075910";"mudguards";"MonkeyLink";"Cross Blades 20";"";"";"Schwarz";"2025";"12614";"17.4800";"34.9500";"0.0000";"https://assets.zeg.de/1988031/hub_main/ZEG_060-76711_main.jpg";"https://assets.zeg.de/1988031/hub_transparent/ZEG_060-76711_main.png";"https://assets.zeg.de/1988043/hub_main/ZEG_060-76711_detail_1.jpg";"https://assets.zeg.de/1988037/hub_main/ZEG_060-76711_detail_3.jpg";"https://assets.zeg.de/1988034/hub_main/ZEG_060-76711_detail_4.jpg";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"20 inch";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Plastic";"";"";"";"";"no";"";"Mudguards";"Mudguard set";"";"";"";"";"";"";"";"";""
"ZEG";"060-76710";"4032782075903";"mudguards";"MonkeyLink";"Cross Blades 24";"";"";"Schwarz";"2025";"12614";"17.4800";"34.9500";"0.0000";"https://assets.zeg.de/1988046/hub_main/ZEG_060-76710_main.jpg";"https://assets.zeg.de/1988046/hub_transparent/ZEG_060-76710_main.png";"https://assets.zeg.de/1988058/hub_main/ZEG_060-76710_detail_1.jpg";"https://assets.zeg.de/1988055/hub_main/ZEG_060-76710_detail_2.jpg";"https://assets.zeg.de/1988052/hub_main/ZEG_060-76710_detail_3.jpg";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"24 inch";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Plastic";"";"";"";"";"no";"";"Mudguards";"Mudguard set";"";"";"";"";"";"";"";"";""
"ZEG";"060-76702";"4002556872137";"Gabelkonus";"MonkeyLink";"ML-MonkeyChuck";"";"MonkeyLink";"Schwarz";"2023";"12615";"7.5000";"12.9900";"0.0000";"https://assets.zeg.de/1951604/hub_main/ZEG_060-76702_main.jpg";"https://assets.zeg.de/1951604/hub_transparent/ZEG_060-76702_main.png";"https://assets.zeg.de/1951579/hub_main/ZEG_060-76702_detail_01.jpg";"https://assets.zeg.de/1951586/hub_main/ZEG_060-76702_detail_02.jpg";"https://assets.zeg.de/1951591/hub_main/ZEG_060-76702_detail_03.jpg";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"1 1/8 inch";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Plastic; Steel";"";"";"";"";"no";"";"Mudguards";"Accessories mudguards";"";"";"";"";"";"";"";"";""
"ZEG";"070-50534";"4002556875985";"Headlights";"MonkeyLink";"ML-Light Supernova Mini 2     ";"";"Supernova";"Schwarz";"2023";"1283";"108.3600";"149.0000";"0.0000";"https://assets.zeg.de/1359181/hub_main/ZEG_070-50534.jpg";"https://assets.zeg.de/1359181/hub_transparent/ZEG_070-50534.png";"";"";"";"";"MonkeyLink adapter plate";"";"";"";"";"Schwarz";"black";"yes";"";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"LED";"";"Plastic";"";"";"";"yes";"no";"";"lighting";"E-Bike headlights";"";"no";"no";"";"no";"yes";"E-bike battery";"no";"yes"
"ZEG";"070-50525";"4002556917630";"Beleuchtungsset";"MonkeyLink";"ML-Light 50 Lux Connect Set";"";"MonkeyLink";"Schwarz";"2023";"12831";"44.4200";"79.9900";"0.0000";"https://assets.zeg.de/1359205/hub_main/ZEG_070-50525.jpg";"https://assets.zeg.de/1359205/hub_transparent/ZEG_070-50525.png";"";"";"";"";"MonkeyLink adapter plate";"no";"";"";"";"Schwarz";"black";"no";"no";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"no";"no";"";"LED";"";"Plastic";"";"";"118 g";"no";"no";"";"lighting";"E-bike lighting set";"";"no";"no";"";"no";"yes";"E-bike battery";"no";"yes"
"ZEG";"070-50524";"4002556917623";"Beleuchtungsset";"MonkeyLink";"ML-Light 70 Lux Connect Set";"";"MonkeyLink";"Schwarz";"2023";"12831";"61.0800";"109.9500";"0.0000";"https://assets.zeg.de/1359220/hub_main/ZEG_070-50524.jpg";"https://assets.zeg.de/1359220/hub_transparent/ZEG_070-50524.png";"";"";"";"";"MonkeyLink adapter plate";"no";"";"";"";"Schwarz";"black";"no";"no";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"no";"no";"";"LED";"";"Plastic";"";"";"118 g";"no";"no";"";"lighting";"E-bike lighting set";"";"no";"no";"";"no";"yes";"E-bike battery";"no";"yes"
"ZEG";"070-50523";"4002556917616";"Beleuchtungsset";"MonkeyLink";"ML-Light 100 Lux Connect Set";"";"MonkeyLink";"Schwarz";"2023";"12831";"66.9000";"139.9500";"0.0000";"https://assets.zeg.de/1953706/hub_main/ZEG_070-50523_main.jpg";"https://assets.zeg.de/1953706/hub_transparent/ZEG_070-50523_main.png";"";"";"";"";"MonkeyLink adapter plate";"no";"";"";"";"Schwarz";"black";"no";"no";"";"";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"no";"no";"";"LED";"";"Plastic";"";"";"118 g";"no";"no";"";"lighting";"E-bike lighting set";"";"no";"no";"";"no";"yes";"E-bike battery";"no";"yes"
"ZEG";"060-52525";"4002556954253";"Rücklicht Halter";"MonkeyLink";"ML-UTS Halter";"";"Comus";"Schwarz";"2020";"1274";"5.5500";"9.9900";"0.0000";"https://assets.zeg.de/1942500/hub_main/ZEG_060-52525_main.jpg";"https://assets.zeg.de/1942500/hub_transparent/ZEG_060-52525_main.png";"https://assets.zeg.de/1946356/hub_main/ZEG_060-52525_detail_01.jpg";"https://assets.zeg.de/1946362/hub_main/ZEG_060-52525_detail_02.jpg";"";"";"";"";"";"";"";"Schwarz";"black";"";"";"";"34.9 mm";"black";"ZEG Zweirad-Einkaufs-Genossenschaft eG";"";"";"";"";"";"";"Aluminium";"";"";"";"";"no";"";"Seat posts";"Seat post accessories";"";"";"";"";"";"";"";"";""